,Unnamed: 0,age,workclass,fnlgt,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
27721,27721,52,Private,146567,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,>50K
7262,7262,38,Private,204556,HS-grad,9,Divorced,Craft-repair,Not-in-family,Black,Male,40,United-States,<=50K
11701,11701,45,Private,367037,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
4040,4040,38,State-gov,220421,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
18071,18071,26,Private,245628,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Male,40,Mexico,<=50K
1695,1695,51,Private,415287,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,>50K
18179,18179,51,Private,95128,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
5454,5454,55,Private,189664,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
21156,21156,46,Private,405309,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
14806,14806,50,Private,138022,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
12706,12706,21,Private,232577,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Female,30,United-States,<=50K
3086,3086,44,Private,111275,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Black,Female,56,United-States,<=50K
16346,16346,54,Private,249322,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K
1684,1684,20,Self-emp-not-inc,211466,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,80,United-States,<=50K
30881,30881,50,State-gov,238187,Bachelors,13,Divorced,Adm-clerical,Not-in-family,Black,Female,37,United-States,<=50K
10859,10859,49,Local-gov,226871,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,>50K
21849,21849,51,Self-emp-not-inc,306784,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,30,United-States,<=50K
11025,11025,48,Local-gov,115497,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
11218,11218,37,Local-gov,244803,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,unknown,<=50K
25274,25274,33,Private,181388,HS-grad,9,Separated,Other-service,Unmarried,White,Female,40,United-States,<=50K
30384,30384,32,State-gov,147215,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,55,United-States,>50K
20356,20356,41,Private,332703,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Other,Female,40,United-States,<=50K
31461,31461,47,Self-emp-not-inc,33300,Assoc-acdm,12,Never-married,Farming-fishing,Other-relative,White,Male,45,United-States,>50K
27381,27381,50,State-gov,97778,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
7769,7769,44,Private,336513,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,<=50K
16390,16390,21,Private,305781,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,White,Male,45,United-States,<=50K
18664,18664,42,Private,157367,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,35,unknown,<=50K
20378,20378,33,Private,132601,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K
15847,15847,53,Private,107123,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Male,40,United-States,<=50K
21089,21089,20,Private,396722,Some-college,10,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K
13674,13674,34,Private,532379,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
975,975,25,Private,178326,Some-college,10,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K
14967,14967,27,Private,255476,5th-6th,3,Never-married,Other-service,Other-relative,White,Male,40,Mexico,<=50K
21819,21819,56,Private,190257,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
16778,16778,47,Private,431245,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
21851,21851,45,State-gov,190406,Prof-school,15,Divorced,Prof-specialty,Unmarried,Black,Male,36,United-States,>50K
21460,21460,55,Self-emp-not-inc,68006,7th-8th,4,Never-married,Other-service,Other-relative,White,Female,60,United-States,<=50K
14357,14357,35,Self-emp-inc,184655,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,62,United-States,<=50K
10585,10585,19,Private,250818,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K
29862,29862,29,Private,233168,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,46,United-States,>50K
24246,24246,38,Private,78247,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
26231,26231,45,Private,174533,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,>50K
8801,8801,23,Local-gov,203353,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,12,United-States,<=50K
29490,29490,29,Private,213692,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,45,United-States,<=50K
24146,24146,51,Self-emp-not-inc,208003,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
29601,29601,51,Federal-gov,293196,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
26065,26065,40,unknown,165309,7th-8th,4,Separated,unknown,Not-in-family,White,Female,8,United-States,<=50K
27989,27989,32,Private,184440,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
4367,4367,33,Private,256211,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40,South,<=50K
8390,8390,30,Private,97933,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Wife,White,Female,37,United-States,>50K
32352,32352,59,Private,395736,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,>50K
25582,25582,61,Self-emp-not-inc,117387,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,United-States,<=50K
10651,10651,34,Local-gov,183801,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,14,United-States,<=50K
17469,17469,62,Private,186696,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
18994,18994,17,Private,198830,11th,7,Never-married,Adm-clerical,Other-relative,White,Female,10,United-States,<=50K
27756,27756,17,Private,57723,11th,7,Never-married,Sales,Own-child,White,Male,30,United-States,<=50K
18595,18595,33,Self-emp-not-inc,67482,Assoc-voc,11,Divorced,Other-service,Unmarried,White,Female,99,United-States,<=50K
21611,21611,47,Private,188195,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
27461,27461,61,Private,180632,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
28987,28987,75,Private,256474,Masters,14,Never-married,Protective-serv,Not-in-family,White,Male,16,United-States,<=50K
28021,28021,32,Private,141490,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,White,Female,50,United-States,<=50K
25004,25004,37,Private,38948,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
25318,25318,42,Private,212737,9th,5,Separated,Craft-repair,Unmarried,Black,Male,40,United-States,<=50K
17889,17889,55,Private,139843,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,60,United-States,<=50K
24163,24163,36,Federal-gov,112847,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,United-States,<=50K
13640,13640,40,Private,223934,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,17,United-States,>50K
22485,22485,45,Private,197731,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
5357,5357,54,Private,138845,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K
27089,27089,32,Private,117963,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,45,United-States,<=50K
29602,29602,51,Private,95329,Masters,14,Divorced,Protective-serv,Unmarried,White,Male,40,United-States,<=50K
12157,12157,20,unknown,40060,Some-college,10,Never-married,unknown,Own-child,White,Male,56,United-States,<=50K
18303,18303,18,Self-emp-not-inc,258474,10th,6,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,<=50K
26731,26731,26,Private,293690,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,58,United-States,>50K
4531,4531,22,unknown,153131,Some-college,10,Never-married,unknown,Own-child,White,Male,40,United-States,<=50K
10526,10526,39,Private,167728,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
19224,19224,35,unknown,202683,Bachelors,13,Never-married,unknown,Not-in-family,White,Male,40,United-States,<=50K
31131,31131,53,Self-emp-not-inc,187830,Assoc-voc,11,Separated,Craft-repair,Not-in-family,White,Male,40,Poland,<=50K
1162,1162,33,Private,114691,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K
28046,28046,54,Self-emp-inc,357596,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K
11115,11115,36,Private,58602,5th-6th,3,Never-married,Other-service,Not-in-family,White,Male,35,United-States,<=50K
9639,9639,62,Private,118696,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
2484,2484,40,Private,185145,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
7381,7381,50,Private,144361,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,>50K
1571,1571,44,Private,216907,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
28158,28158,19,unknown,39460,HS-grad,9,Never-married,unknown,Own-child,White,Male,60,United-States,<=50K
28784,28784,45,Self-emp-inc,117605,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,United-States,>50K
408,408,28,unknown,123147,Some-college,10,Married-civ-spouse,unknown,Wife,White,Female,40,United-States,>50K
19092,19092,60,Private,54800,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,<=50K
3356,3356,29,Private,129856,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
13588,13588,28,Private,130856,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
17689,17689,21,Private,540712,HS-grad,9,Never-married,Other-service,Other-relative,Black,Male,25,United-States,<=50K
21289,21289,25,Private,232914,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,38,United-States,<=50K
17310,17310,19,Private,451951,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K
17280,17280,58,Private,147989,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K
26263,26263,25,Private,232991,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,40,Mexico,<=50K
28798,28798,48,Private,266764,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,>50K
10933,10933,24,Private,98287,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K
4434,4434,38,Private,149419,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,50,United-States,<=50K
27397,27397,59,Private,24384,HS-grad,9,Widowed,Priv-house-serv,Not-in-family,White,Female,40,United-States,<=50K
22272,22272,54,Self-emp-inc,147239,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K
561,561,54,Private,212960,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,35,United-States,>50K
26090,26090,48,Private,85341,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
3548,3548,38,Self-emp-not-inc,182416,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,42,United-States,<=50K
27730,27730,72,Without-pay,121004,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,55,United-States,<=50K
2388,2388,27,Private,200500,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,<=50K
21469,21469,29,Private,40295,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
24306,24306,47,Private,176893,HS-grad,9,Divorced,Craft-repair,Not-in-family,Black,Male,44,United-States,>50K
27948,27948,51,Private,86332,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,55,United-States,<=50K
2578,2578,67,unknown,45537,Masters,14,Married-civ-spouse,unknown,Husband,Black,Male,40,United-States,>50K
11263,11263,43,Private,456236,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
6126,6126,23,Private,235071,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,50,United-States,<=50K
6513,6513,61,Self-emp-inc,134768,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
21335,21335,54,Private,175262,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
20703,20703,40,Private,176069,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,45,United-States,<=50K
20304,20304,33,Private,203488,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,45,United-States,<=50K
31789,31789,26,Private,746432,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,48,United-States,<=50K
18218,18218,22,Private,67234,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,60,United-States,<=50K
6953,6953,27,Private,188189,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,30,United-States,<=50K
27328,27328,50,Private,270194,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,<=50K
28300,28300,38,Self-emp-not-inc,194534,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,60,United-States,>50K
12563,12563,41,Private,116797,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K
16598,16598,73,Self-emp-not-inc,102510,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,99,United-States,>50K
12107,12107,23,Private,152328,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,<=50K
10692,10692,54,Federal-gov,21698,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
11721,11721,29,Private,391867,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
25944,25944,27,Private,159897,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Female,37,United-States,<=50K
21573,21573,30,Private,197558,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
1636,1636,27,Private,284196,10th,6,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K
24206,24206,41,Private,175642,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K
562,562,47,Private,264052,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
31901,31901,55,Federal-gov,113398,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Male,40,United-States,<=50K
1702,1702,24,Private,266926,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
28090,28090,32,Private,118551,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,unknown,>50K
7225,7225,53,Private,167170,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,<=50K
387,387,44,Private,162028,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,6,United-States,>50K
14520,14520,32,Local-gov,206609,HS-grad,9,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K
24670,24670,44,Private,77313,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,38,United-States,<=50K
22692,22692,17,Local-gov,170916,10th,6,Never-married,Protective-serv,Own-child,White,Female,40,United-States,<=50K
2882,2882,53,Private,196328,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,<=50K
7349,7349,37,Private,538443,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,>50K
22164,22164,22,Private,137591,Some-college,10,Never-married,Sales,Own-child,White,Male,35,United-States,<=50K
28130,28130,46,Private,105327,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
19653,19653,30,State-gov,190385,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,37,United-States,<=50K
28874,28874,25,Private,198587,Some-college,10,Never-married,Tech-support,Not-in-family,Black,Female,50,United-States,<=50K
16927,16927,41,Private,119266,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
7484,7484,24,Local-gov,184678,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
17474,17474,18,Private,205894,Some-college,10,Never-married,Sales,Own-child,White,Male,25,unknown,<=50K
2182,2182,41,Self-emp-not-inc,438696,Masters,14,Divorced,Sales,Unmarried,White,Male,5,United-States,>50K
11146,11146,42,Private,94600,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
20552,20552,43,Private,154210,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,60,China,<=50K
28076,28076,25,Private,131178,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,23,United-States,<=50K
24017,24017,30,Self-emp-not-inc,79303,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,<=50K
8080,8080,19,Private,136866,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,45,United-States,<=50K
